dog_id,age,weight,sex,kind,color,neuter,thumnail,profile,careAddr,careNum,special,find_place,find_date,end_date
N411304202000364,2020(년생),5.2(Kg),M,믹스견,검,N,http://www.animal.go.kr/files/shelter/2020/07/202009261509429_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261509429.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,031-867-9119,초록 버틀체크무늬 목줄  양귀반접힘  겁있음  소심함  꼬리단미안됨  털때탐 ,자양동 116 인근,20200929,20201012
N411304202000360,2020(년생),5.6(Kg),M,믹스견,흰,N,http://www.animal.go.kr/files/shelter/2020/07/202009261509360_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261509360.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,031-867-9119,연두바탕 체리그림 목걸이  양귀쫑긋  코검정  사람따름 ,자양로 116 인근,20200929,20201012
N450650202005095,2020(년생),0.9(Kg),M,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281009666_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281009666.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4578)생후1개월  꼬리피부벗겨짐  임시보호,제주시 한림 월림삼거리,20200928,20201008
N450650202005094,2017(년생),19.8(Kg),F,사모예드,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281009897_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281009897.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4577)파/노목줄착용  내장칩  심장사상충,제주시 연무정동길31,20200928,20201008
N450650202005093,2020(년생),10.1(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281009992_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281009992.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4576)경계심,제주시 한경면 저지4길29,20200928,20201008
N450650202005091,2020(년생),8.7(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909779_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909779.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4574)생후5개월  경계심,제주시 명림로374,20200928,20201008
N450650202005090,2020(년생),8.7(Kg),F,믹스견,검정,N,http://www.animal.go.kr/files/shelter/2020/07/20200928090962_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200928090962.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4573)생후5개월  경계심,제주시 명림로374,20200928,20201008
N450650202005089,2020(년생),4.9(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909623_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909623.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4572)생후4개월,제주시 도평길58,20200928,20201008
N450650202005088,2020(년생),19.3(Kg),F,아이리쉬 세터,제주시 한림 중산간서로4512,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909888_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909888.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4571),제주시 한림 중산간서로4512,20200928,20201008
N450650202005087,2017(년생),16.3(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909842_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909842.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4570)경계심  심장사상충,제주시 조천 대흘리721,20200928,20201008
N450650202005086,2013(년생),9.1(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909711_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909711.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4569)경계심,서귀포시 안덕 상천리2757,20200928,20201008
N450650202005085,2015(년생),13.4(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/20200928090976_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200928090976.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4568)심장사상충,서귀포시 안덕 상천리2757,20200928,20201008
N450650202005084,2020(년생),4.3(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909687_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909687.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4567)생후3개월,서귀포시 안덕면 중산간서로1798-3,20200928,20201008
N450650202005083,2020(년생),4.3(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909621_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909621.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4566)생후3개월,서귀포시 안덕면 중산간서로1798-3,20200928,20201008
N450650202005082,2019(년생),10(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909838_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909838.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4565)경계심  심장사상충,서귀포시 대정농공단지,20200928,20201008
N450650202005080,2020(년생),2.5(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909450_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909450.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4563)생후1개월,서귀포시 소암로12번길11,20200928,20201008
N448567202001272,2020(년생),2.9(Kg),F,믹스견,갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/09/202009281009883_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009281009883.jpg,경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 축산과,055-225-5481,J-9-1-44-2 갈색 흰색,의창구 소답동 소답주민운동장 뒤편,20200928,20201005
N448567202001271,2020(년생),3.4(Kg),M,믹스견,흰색 연갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009281009952_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009281009952.jpg,경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 축산과,055-225-5481,J-9-1-44-1  흰색 연갈색,의창구 소답동 소답주민운동장 뒤편,20200928,20201005
N448537202001141,2020(년생),5(Kg),F,믹스견,검정 갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281109793_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281109793.jpg,경상남도 거제시 사등면 두동로1길 109 (사등면/ 한국자원재생공사폐비닐적재장) 거제시유기동물보호소,055-639-6368,임신추정,중곡로1길212-5미용실,20200928,20201008
N448535202001389,2018(년생),11(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009280909536_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009280909536.jpg,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,051-971-6208,1400,김해시 생림 119,20200928,20201008
N448535202001388,2020(년생),6(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009280909940_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009280909940.jpg,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,051-971-6208,1399  6월추정,김해시 진례면 고모로134번길 54-49,20200928,20201008
N448535202001387,2020(년생),6(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009280909274_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009280909274.jpg,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,051-971-6208,1398  6월추정,김해시 진례면 고모로134번길 54-49,20200928,20201008
N446486202000146,2020(년생),7(Kg),M,믹스견,연갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009280809634_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280809634.jpg,전라남도 곡성군 곡성읍 군청로 50 (곡성읍) (군청주소. 보호소는 구원리 888번지 위치),061-360-7485,상태양호,삼기방앗간 인근,20200928,20201008
N446485202000222,2017(년생),7(Kg),F,믹스견,갈색 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281609763_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281609763.jpg,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,010-3604-1338,경계가 심하면서 온순함,담양읍 강쟁리 559-5,20200928,20201012
N445479202000356,2017(년생),6(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009282109534_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009282109534.jpg,전라북도 부안군 부안읍 번영로 185 (부안읍/ 르노삼성자동차) 연합동물병원,010-3652-8183,도로가에서 발견  사람을 잘 따름  빨간색 목걸이 착용,동진면 고마제로,20200928,20201012
N445468202001372,2020(년생),4(Kg),F,믹스견,검정,N,http://www.animal.go.kr/files/shelter/2020/07/202009252309487_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009252309487.jpg,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,010-3659-2380,생후4개월정도 차량에다처보이며 사나운편임,익산시팔봉동공원묘지안에서,20200928,20201008
N445468202001368,2018(년생),5(Kg),F,시츄,흰갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009252309749_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009252309749.jpg,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,010-3659-2380,피부가  약간안좋아보임,익산시황등면도선길27,20200928,20201008
N444460202000705,2017(년생),8(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009281509771_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009281509771.jpg,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,010-5432-5665,흰색 믹스견,장곡면사무소 주차장,20200928,20201005
N444460202000704,2018(년생),6(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009281509798_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009281509798.jpg,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,010-5432-5665,흰색 믹스견,홍성읍 흥덕서로 185-27,20200928,20201005
N444460202000703,2018(년생),6(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009281509843_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009281509843.jpg,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,010-5432-5665,흰색 믹스견,홍성읍 홍덕서로 185-27,20200928,20201005
N441553202002902,2016(년생),5(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009280909908_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009280909908.jpg,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,031-356-2281,청색 바탕에 붉은 라인이 그려진 목줄 착용중  눈가 라인이 짙으며  크지 않은 체구  약간의 경계 ,마도면 해문리 516,20200928,20201007
N441394202002043,2020(년생),0.3(Kg),F,믹스견,검정색,N,http://www.animal.go.kr/files/shelter/2020/07/202009251109292_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251109292.jpg,경기도 고양시 덕양구 고양대로 1695 (원흥동/ 고양시 농업기술센터) 고양시동물보호센터,031-962-3232,어린강아지,식사동 250-2 부근,20200928,20201008
N426335202000626,2020(년생),2.70(Kg),F,믹스견,검정 갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009280909402_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009280909402.jpg,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,금정 1-178  기력저하,서부로 84번길 식당 솔밭집,20200928,20201008
N426335202000625,2020(년생),3.70(Kg),F,믹스견,검정 갈색,N,http://www.animal.go.kr/files/shelter/2020/09/202009280909589_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009280909589.jpg,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,금정 1-177  기력저하,서부로 84번길 식당 솔밭집,20200928,20201008
N426333202000910,2016(년생),7.2(Kg),M,프렌치 불독,검정 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009281609319_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009281609319.jpg,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,주황색목줄,우동 동원비스타부근,20200928,20201008
N411311202000475,2019(년생),33(Kg),F,라브라도 리트리버,갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009261509710_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261509710.jpg,경기도 양주시 남면 상수리 410-1,031-867-9119,검정목줄/검정손잡이 쇠사슬리드줄  코검정  사람좋아함/활발함  꼬리단미안됨  털상태 양호 ,대서문길 36- A동 후문,20200928,20201008
N426326202000583,2018(년생),10(Kg),M,시바,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009272109511_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009272109511.jpg,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119, ,천해로7번길6,20200927,20201007
N448541202001249,2019(년생),7(Kg),M,믹스견,노랑,N,http://www.animal.go.kr/files/shelter/2020/07/20200925230908_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200925230908.jpg,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,까칠함,유어면 선소리,20200926,20201006
N447505202001221,2018(년생),5.0(Kg),M,믹스견,연브라운화이트,U,http://www.animal.go.kr/files/shelter/2020/07/202009251709287_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251709287.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303, ,건천읍 조전리 309-1,20200926,20201006
N447505202001219,2020(년생),2.68(Kg),M,믹스견,블랙화이트,U,http://www.animal.go.kr/files/shelter/2020/07/202009251009300_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251009300.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후4개월령  신고자 임시보호 및 입양희망,동천동 하나마트,20200926,20201006
N447505202001217,2020(년생),0.20(Kg),F,믹스견,브라운탄,N,http://www.animal.go.kr/files/shelter/2020/07/202009251009218_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251009218.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후1주령,강동면 오금큰길 126,20200926,20201006
N447505202001216,2020(년생),0.20(Kg),F,믹스견,브라운탄,N,http://www.animal.go.kr/files/shelter/2020/07/202009251009419_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251009419.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후1주령,강동면 오금큰길 126,20200926,20201006
N447505202001215,2020(년생),0.20(Kg),M,믹스견,브린들화이트,N,http://www.animal.go.kr/files/shelter/2020/07/202009251009511_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251009511.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후1주령,강동면 오금큰길 126,20200926,20201006
N447505202001214,2020(년생),0.20(Kg),M,믹스견,브린들,N,http://www.animal.go.kr/files/shelter/2020/07/202009251009129_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251009129.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후1주령,강동면 오금큰길 126,20200926,20201006
N447505202001213,2020(년생),0.20(Kg),M,믹스견,브린들,N,http://www.animal.go.kr/files/shelter/2020/07/202009250909946_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009250909946.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,생후1주령,강동면 오금큰길 126,20200926,20201006
N447505202001212,2018(년생),5.0(Kg),F,믹스견,화이트,N,http://www.animal.go.kr/files/shelter/2020/07/202009250909234_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009250909234.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,함께 신고된 자견들의 모견,강동면 오금큰길 126,20200926,20201006
N447505202001211,2020(년생),7.0(Kg),M,믹스견,브라운화이트,U,http://www.animal.go.kr/files/shelter/2020/07/202009250909736_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009250909736.jpg,경상북도 경주시 용담로 12 (황성동) ,010-3841-6303,6개월령,탑동 오릉 매표소,20200926,20201006
N444449202001340,2017(년생),20(Kg),M,진도견,검 갈,N,http://www.animal.go.kr/files/shelter/2020/09/202009251509257_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251509257.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,약간의 입질이있음 ,서북구 성환읍 와룡리863-1,20200926,20201006
N444449202001339,2020(년생),1.2(Kg),M,믹스견,목천읍 삼방로878-1,N,http://www.animal.go.kr/files/shelter/2020/09/202009251409706_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251409706.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,귀여운 눈망울,목천읍 삼방로878-1,20200926,20201006
N444449202001338,2020(년생),2(Kg),M,믹스견,갈 검,N,http://www.animal.go.kr/files/shelter/2020/09/202009251409338_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251409338.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,제일쫄보 밤톨이 생후2달추정,목천읍 삼방로878-1,20200926,20201006
N444449202001337,2020(년생),1.9(Kg),M,믹스견,갈 흰,N,http://www.animal.go.kr/files/shelter/2020/09/202009251409645_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251409645.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,점박이 이마에 흰털이 포인트 생후2개월추정,목천읍 삼방로878-1,20200926,20201006
N444449202001336,2020(년생),2(Kg),F,믹스견,반달곰,N,http://www.animal.go.kr/files/shelter/2020/09/202009251409526_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251409526.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,가슴에 유일하게 흰털있음 ,목천읍 삼방로878-1,20200926,20201006
N444449202001332,2018(년생),24(Kg),M,라브라도 리트리버,검정,N,http://www.animal.go.kr/files/shelter/2020/09/202009251009621_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251009621.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,041-552-2119,무표정으로 꼬리흔들어주는 매력남 털상태 깨끗,성거읍 송남리 399-8(화신포도),20200926,20201006
N441560202000853,2019(년생),7.8(Kg),F,믹스견,갈 흰,U,http://www.animal.go.kr/files/shelter/2020/07/202009261609865_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261609865.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,031-867-9119,양귀 옆으로 쫑긋  겁많음/소심함  꼬리단미안됨  털때탐 ,호병골길 41-37 인근,20200926,20201006
N441560202000852,2019(년생),7.2(Kg),M,믹스견,검 흰,N,http://www.animal.go.kr/files/shelter/2020/07/202009261609721_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261609721.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,031-867-9119,양귀쫑긋  오른윗송곳니 유치남음  겁있음/소심함  꼬리단미안됨  털때탐 ,소흘읍 무봉리 277-3 인근,20200926,20201006
N441560202000851,2018(년생),6.5(Kg),M,말티즈,흰,Y,http://www.animal.go.kr/files/shelter/2020/07/202009261609632_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261609632.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,031-867-9119,전신미용흔적  온순함/얌전  꼬리단미안됨  털때탐  결막염  피부질환 ,소흘읍 태봉로 34 인근 ,20200926,20201006
N441414202000676,2020(년생),6.5(Kg),F,믹스견,갈 흰,U,http://www.animal.go.kr/files/shelter/2020/07/202009261509886_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261509886.jpg,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,양귀쫑긋  눈곱약간  코검정  겁많음/소심함/사람따름  꼬리단미안됨  털때탐  진드기오염  왼눈결막염 ,군남면 황지로 317 일원농장 일대,20200926,20201006
N441414202000675,2020(년생),7.5(Kg),M,믹스견,갈 흰 검,N,http://www.animal.go.kr/files/shelter/2020/07/202009261509641_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261509641.jpg,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,양귀쫑긋  코검정  겁있음/소심함/사람따름  꼬리단미안됨  털때탐 ,군남면 황지로 317 일원농장 일대,20200926,20201006
N427347202000754,2017(년생),8(Kg),F,푸들,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009261009994_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261009994.jpg,대구광역시 동구 금강로 151-13 (금강동) ,053-964-6258, ,송현시장 부근,20200926,20201006
N411322202000710,2020(년생),2.2(Kg),M,믹스견,검 흰,N,http://www.animal.go.kr/files/shelter/2020/07/20200926150968_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200926150968.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,031-867-9119,하늘색끈 목줄처럼 감겨있음  양귀처짐  눈곱약간  코검정  배꼽탈장  사람좋아함/활발함/낑낑댐 ,역삼로 459 원동물병원 인근 주차장,20200926,20201006
N411307202000403,2020(년생),4.6(Kg),M,믹스견,갈 흰,N,http://www.animal.go.kr/files/shelter/2020/07/202009261409151_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009261409151.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,031-867-9119,앞니갈이중 사람따름 우전지발가락부위/좌전지겨드랑이쪽 피부및근육손상 및 발가락일부손실 ,석관동 철로변 녹지구역 산책로,20200926,20201006
N450650202005073,2020(년생),2.6(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009250909801_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009250909801.jpg,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,(개체관리번호4561)생후2개월,제주시 애월 하귀2리1143-1,20200925,20201005
N448567202001268,2020(년생),4.4(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009251309454_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251309454.jpg,경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 축산과,055-225-5481,J-9-1-41  갈색  대형포획틀에 잡힘  ,의창구 대산면 모산리 711-5번지,20200925,20201005
N448538202000517,2020(년생),3.5(Kg),F,믹스견,갈색흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009251109916_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251109916.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,055-392-5337,갈색흰색,하북면삼덕로234,20200925,20201005
N448538202000516,2019(년생),4.1(Kg),M,믹스견,검정흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009251109780_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251109780.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,055-392-5337,검정흰색,하북면삼덕로234,20200925,20201005
N448538202000515,2015(년생),5.5(Kg),M,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009251109524_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251109524.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,055-392-5337,갈색검정조금,양주2길11,20200925,20201005
N448537202001138,2018(년생),3(Kg),F,믹스견,흰색 연베이지,N,http://www.animal.go.kr/files/shelter/2020/07/202009251409126_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251409126.jpg,경상남도 거제시 사등면 두동로1길 109 (사등면/ 한국자원재생공사폐비닐적재장) 거제시유기동물보호소,055-639-6368,초록색목줄착용 순함,장목면 옥포대첩로1312,20200925,20201005
N448531202000630,2018(년생),6.3(Kg),M,믹스견,흰색 갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009251709906_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251709906.jpg,경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,055-749-6134,순함 사람잘따름,진주시 명석면 광제산로 938번길,20200925,20201005
N447523202000144,2016(년생),4.5(Kg),M,믹스견,흰색  갈색,U,http://www.animal.go.kr/files/shelter/2020/09/20200925160982_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/20200925160982.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,010-9562-0975,파란색 목줄 착용,예천대심주공아파트 관리사무소 앞,20200925,20201005
N447522202000298,2020(년생),2(Kg),M,믹스견,갈색1검은색 흰반점2,N,http://www.animal.go.kr/files/shelter/2020/07/202009251709721_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251709721.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,054-973-5710,강쥐4마리공터에 어미없이 일주일간 방치 70일령정도 ,북삼로214-15,20200925,20201005
N447522202000297,2020(년생),2(Kg),F,믹스견,검은색가슴흰반점,N,http://www.animal.go.kr/files/shelter/2020/07/20200925170938_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200925170938.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,054-973-5710,강쥐4마리공터에 어미없이 일주일간 방치 70일령정도 ,북삼로214-15,20200925,20201005
N447519202000315,2020(년생),5(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/09/202009251709418_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251709418.jpg,경상북도 청도군 화양읍 청화3길 10 (화양읍) 3층 농정과,054-370-6558,6개월령 추정,화양읍 동천리 648-3,20200925,20201005
N447517202000078,2016(년생),8(Kg),M,믹스견,황색,N,http://www.animal.go.kr/files/shelter/2020/07/20200925200944_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200925200944.jpg,경상북도 영양군 입암면 마령산해로 1202 (입암면) .,010-3804-1700,빨간색과 갈색 혼합 목줄 착용,입암면 후평길 10-6,20200925,20201005
N447513202000854,2016(년생),3.4(Kg),M,닥스훈트,검갈블랙탄,N,http://www.animal.go.kr/files/shelter/2020/09/202009251509841_s.jpg,http://www.animal.go.kr/files/shelter/2020/09/202009251509841.jpg,경상북도 경산시 용성면 사양지길 95 (용성면) ,010-3730-9267,닥스훈트  교통사고로 좌측후지골반골절 의심됨,와촌 음양리,20200925,20201005
N447510202000190,2017(년생),18(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009251809310_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251809310.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,054-339-7175,공격성 ,청통면 보성리 ,20200925,20201005
N447510202000189,2018(년생),16(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009251809649_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009251809649.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,054-339-7175,예민하고 사나움,청통면 보성리 ,20200925,20201005
